MJDcenter,crab_intensity_2-20keV,crab_intensity_2-20keV_err
55646.5,0.07306499999999999,0.035177
55647.5,0.011398,0.015235
55648.5,0.032652,0.015486000000000002
55649.5,-0.003117,0.015084
55650.5,0.049957,0.016484
55651.5,0.06792999999999999,0.015477000000000001
55652.5,0.017353999999999998,0.014653
55653.5,0.022624000000000002,0.016321000000000002
55654.5,0.097173,0.013915
55655.5,0.037331,0.013621000000000001
55656.5,0.06938899999999999,0.013268
55657.5,0.065352,0.022078999999999998
55658.5,0.027614,0.015211
55659.5,0.051137,0.009715999999999999
55660.5,0.033845,0.027395999999999997
55662.5,0.09366000000000001,0.007859999999999999
55663.5,0.0746,0.006763
55664.5,0.020475,0.0066359999999999995
55665.5,-0.009655,0.006620999999999999
55666.5,0.003503,0.006506999999999999
55667.5,0.049714999999999995,0.007012000000000001
55668.5,0.013886,0.006504
55669.5,0.010201,0.006667
55670.5,0.021695,0.006876
55671.5,0.010196,0.006778
55672.5,0.012173,0.007072
55673.5,0.017662999999999998,0.0067599999999999995
55674.5,0.014337,0.007157999999999999
55675.5,0.021252,0.006639
55676.5,0.011756,0.006779
55677.5,0.016794999999999997,0.007306999999999999
55678.5,0.016789,0.007661
55679.5,0.00605,0.012961000000000002
55680.5,0.042263999999999996,0.008567
55681.5,0.026753,0.007586
55682.5,0.040825,0.007209999999999999
55683.5,0.064601,0.0076159999999999995
55684.5,0.028959,0.007103
55685.5,0.025178,0.007108
55686.5,0.011072,0.0067090000000000006
55687.5,0.017084000000000002,0.007012000000000001
55688.5,0.011616,0.00686
55689.5,0.004096,0.006954999999999999
55690.5,0.00657,0.006668
55691.5,0.023119,0.007106
55692.5,0.008162,0.006934999999999999
55693.5,0.002206,0.007115000000000001
55694.5,0.009359000000000001,0.007137
55695.5,0.008272,0.007273999999999999
55696.5,0.006509999999999999,0.007443000000000001
55697.5,0.001614,0.007554000000000001
55698.5,0.004482,0.00732
55699.5,0.012056,0.007906
55700.5,0.018765,0.008512
55701.5,0.01229,0.007958
55702.5,0.008549,0.007579000000000001
55703.5,0.0007480000000000001,0.007402
55704.5,0.014181000000000001,0.008071
55705.5,0.004208,0.006781000000000001
55706.5,-0.006423999999999999,0.005711
55707.5,0.0052380000000000005,0.0058390000000000004
55708.5,0.013974,0.006412999999999999
55709.5,0.0055439999999999994,0.006011
55710.5,0.008939,0.006352
55711.5,0.013548,0.010961
55712.5,0.006889,0.012104
55713.5,0.025495,0.011474
55714.5,0.019724000000000002,0.012631
55715.5,0.040905000000000004,0.013794999999999998
55717.5,0.022586000000000002,0.012496
55718.5,0.034185,0.01505
55719.5,0.038977,0.014963999999999998
55720.5,0.011829000000000001,0.017723
55721.5,0.011425,0.014100999999999999
55722.5,-0.0020399999999999997,0.019045
55723.5,0.039823000000000004,0.016169
55724.5,0.011225,0.014205
55725.5,0.01369,0.016166999999999997
55726.5,0.043944,0.013983
55727.5,0.024828,0.012549
55728.5,0.02453,0.0123
55729.5,0.027645,0.00998
55730.5,0.019086000000000002,0.008193
55731.5,0.070658,0.007334
55732.5,0.076574,0.007515999999999999
55733.5,0.0068189999999999995,0.0067090000000000006
55734.5,0.008291,0.007315
55735.5,-0.007586,0.013893
55737.5,0.006441,0.0069180000000000005
55738.5,0.006978,0.006737000000000001
55739.5,0.009769,0.006448000000000001
55740.5,0.002282,0.006585
55741.5,0.012548,0.007049
55742.5,0.021899000000000002,0.007103
55743.5,0.01926,0.007391
55744.5,0.006492,0.007393
55745.5,0.018811,0.007370999999999999
55746.5,0.024433,0.007474
55747.5,0.013002000000000001,0.007605
55748.5,0.022755,0.008924
55749.5,0.046222000000000006,0.016686000000000003
55750.5,0.048401,0.007905
55751.5,0.68377,0.016026
55752.5,2.92461,0.035722000000000004
55753.5,2.302209,0.07938200000000001
55754.5,3.845827,0.098811
55755.5,3.438155,0.103305
55756.5,4.195301000000001,0.112929
55757.5,1.986782,0.081124
55758.5,2.258754,0.07407000000000001
55759.5,3.0066040000000003,0.108771
55760.5,2.192158,0.075412
55761.5,2.399317,0.031713
55762.5,2.039053,0.026236000000000002
55763.5,1.9110220000000002,0.025695
55764.5,1.92252,0.025057
55765.5,1.722403,0.022198
55766.5,1.711701,0.021490000000000002
55767.5,0.49567799999999995,0.012498
55768.5,0.050939,0.007651000000000001
55769.5,0.048952999999999997,0.007376000000000001
55770.5,0.038805,0.007393
55771.5,0.04226,0.007844
55772.5,0.027338,0.007234999999999999
55773.5,0.016577,0.007620999999999999
55774.5,0.023066,0.007379999999999999
55775.5,0.039935000000000005,0.007983
55776.5,0.040021,0.007756
55777.5,0.003247,0.008116
55778.5,0.02978,0.008886
55779.5,0.033586000000000005,0.008834
55780.5,0.028586,0.011477
55781.5,0.042543,0.012482
55782.5,0.034842000000000005,0.014159999999999999
55783.5,0.042208999999999997,0.013624
55784.5,0.066463,0.014996
55785.5,0.03893,0.014203
55786.5,0.535485,0.028038
55787.5,0.547597,0.027866000000000002
55789.5,1.119186,0.051555
55790.5,1.0229139999999999,0.051621
55791.5,1.0226520000000001,0.04843
55792.5,0.9582959999999999,0.048208
55793.5,1.010759,0.046157
55794.5,0.939729,0.044685
55795.5,0.986891,0.038674
55796.5,0.990353,0.033413
55797.5,1.191804,0.035218
55798.5,1.279335,0.034406
55799.5,1.418436,0.03737
55800.5,0.09187100000000001,0.010515
55801.5,0.05803200000000001,0.008190000000000001
55802.5,0.012478,0.007559000000000001
55803.5,0.028352999999999996,0.01009
55805.5,-0.010104,0.006689
55806.5,-0.0024460000000000003,0.006319
55807.5,0.011734,0.006508
55808.5,0.012213,0.006837
55809.5,0.0055,0.006429000000000001
55810.5,0.002318,0.006365
55811.5,0.01665,0.006862999999999999
55812.5,0.000826,0.0069700000000000005
55813.5,0.020952000000000002,0.007294
55814.5,0.02083,0.007194
55815.5,0.022136000000000003,0.01007
55816.5,0.022996,0.007626000000000001
55817.5,0.011038,0.007155
55818.5,0.009796,0.007065000000000001
55819.5,0.033072000000000004,0.008191
55820.5,0.02732,0.012458
55821.5,0.015580000000000002,0.009654000000000001
55822.5,0.02918,0.007049
55823.5,0.021203,0.007148999999999999
55824.5,0.018752,0.006894
55825.5,0.003457,0.006659999999999999
55826.5,0.013193,0.006811
55827.5,0.022524000000000002,0.0064930000000000005
55828.5,0.021721,0.006690000000000001
55829.5,0.001754,0.006417
55830.5,0.017329,0.006504
55831.5,0.004622,0.006405
55832.5,0.00614,0.006143
55833.5,0.021006,0.006312
55834.5,0.020283000000000002,0.006633
55835.5,0.042431,0.006776999999999999
55836.5,0.048713,0.007368
55837.5,0.072401,0.007495999999999999
55838.5,0.103122,0.008017
55839.5,0.117057,0.008525
55840.5,0.11436199999999999,0.008107
55841.5,0.09816,0.00825
55842.5,0.09925700000000001,0.008029000000000001
55843.5,0.08685,0.008065000000000001
55844.5,0.034710000000000005,0.00746
55845.5,0.046495,0.007812999999999999
55846.5,0.062198,0.008272
55847.5,0.09564600000000001,0.008412000000000001
55848.5,0.054167999999999994,0.009927
55849.5,0.025631,0.011566
55850.5,0.027619,0.01081
55851.5,0.062797,0.009798999999999999
55852.5,0.034184,0.010411
55853.5,0.022667,0.010955
55854.5,0.049275,0.015302000000000001
55855.5,0.204497,0.017866
55856.5,0.275938,0.02125
55857.5,0.232677,0.020236
55858.5,0.22022600000000003,0.017568
55859.5,0.196978,0.023523
55860.5,0.258058,0.045357
55861.5,0.264831,0.025249
55862.5,0.223748,0.020302
55863.5,0.270534,0.02617
55864.5,0.27786700000000003,0.023866
55865.5,0.230444,0.023888999999999997
55866.5,0.055727,0.018506
55867.5,0.019107,0.015493999999999999
55868.5,0.026827999999999998,0.013028999999999999
55869.5,0.039447,0.011826
